,user,produk,review,review_processed,polarity_score,polarity
416,I***i,,Kali ini rembes :( Semoga kualitas produk tidak berkurang terima kasih.,"rembes,moga,kualitas,produk,terima,kasih",1,positive
417,Z***h,,yg sari telang aman yg kunyit asam bocor. next time diperbaiki packaging botolnya biar gak tumpah,"sari,telang,aman,kunyit,asam,bocor,next,time,packaging,botol,biar,enggak,tumpah",-1,negative
418,N***f,,beli ini buat teman yang lagi sakit.,"beli,teman,sakit",0,neutral
419,P***i,,lumayan tapi ga pedes sih klo buat aku,"lumayan,enggak,pedas,kalo",-1,negative
420,Devy,,entah salah di mana packingannya tapi merembes keluar dan aromanya pun ke mana2... tapi alhamdulillah aman ga pecah dan tutup ga terbuka...,"salah,packinengenggakknnya,rembes,aroma,mana2,aman,engenggakk,pecah,tutup,engenggakk,buka",-2,negative
421,Fatimah,,minyaknya rada merembes,"minyak,rada,rembes",-1,negative
422,I***i,,Barang diterima dengan baik,"barang,terima",1,positive
423,R***a,,Ada bocor dikittt aja lainnya aman.,"bocor,dikittt,aman",0,neutral
424,Nita,,Nice cuma edun lama BANGET di jalan... dikit lagi udah kadaluarsa di pengiriman sih itu.,"nice,edun,jalan,dikit,kadaluarsa,kirim",-1,negative
425,KhAyu,,Sapujagad nyaa the best !,"sapujagad,nya,the,best",1,positive
426,M,,semoga barang bagus,"moga,barang,bagus",0,neutral
427,M,,semoga barang bagus...,"moga,barang,bagus",0,neutral
428,I***i,,semoga bermanfaat,"moga,manfaat",1,positive
429,Tati,,Seal ada yg kurang rapat sedikit. Isi tidak sepenuh rasana bumbu putih. Less oil,"seal,rapat,isi,sepenuh,rasana,bumbu,putih,less,oil",-1,negative
430,Yuanita,,Bocor sebel bgt,"bocor,sebel,banget",-1,negative
431,S***i,,enak.,enak,1,positive
432,H***h,"Laras Sekar by Rahsa Nusantara""",pecah 1 hiks. Isinya uda tumpah ke kardusnya semua..,"pecah,hiks,isi,sudah,tumpah,kardus",-2,negative
433,Avisa,,belum coba produknya mudah2an cocok,"coba,produk,mudah-mudahan,cocok",1,positive
434,S***i,,kemasan kurang aman tutup nya miring. minyak nya jadi tumpah ke mana2. padahal sesama bandung. saran aja bikin dus kemasan yg bisa berdiri. ini dus nya yg tidur gitu j...,"kemas,aman,tutup,miring,minyak,tumpah,mana2,bandung,saran,bikin,dus,kemas,dus,tidur,saja",-1,negative
435,V***a,,belum pernah coba baru kali ini mau coba untuk jaga imun,"coba,coba,jaga,imun",1,positive
436,y***i,,baru pertama mau nyoba. botol tersegel packing berlapis lapis tapi sayang msh ada yg merembes. oh ya terima kasih utk bonus nya.,"mencoba,botol,segel,packing,lap,lapis,sayang,masih,rembes,oh,terima,kasih,untuk,bonus",2,positive
437,y***i,,adminnya ramah pengiriman cepat botol tersegel n packing berlapis lapis tapi sayang masih ada cairannta yg merembes.,"adminnya,ramah,kirim,cepat,botol,segel,n,packing,lap,lapis,sayang,cairannta,rembes",1,positive
438,Tani,,packagingnya kurang. jd ada yg tumpah,"packagingnya,jadi,tumpah",-1,negative
439,A***o,,semua kemasan bocor ga bnyk tapi tetap sayang huhu,"kemas,bocor,enggak,banyak,sayang,huhu",0,neutral
440,A***o,,semua kemasan bocor padahal cm ke jkt walau dikit ttp sayang. semoga kedepanny sealny dalam botol lbh kuat krn yg dateng semuany longgar,"kemas,bocor,jakarta,dikit,tetap,sayang,moga,kedepanny,sealny,botol,lebih,kuat,karena,datang,semuany,longgar",1,positive
441,E***H,,Barang sudah sampai. Ada 1 yg bocor.,"barang,bocor",-1,negative
442,dian,,lamaaaa bgt pengirimannya,"lamaaaa,banget,kirim",0,neutral
443,Irana,,Pengiriman cepat pengemasan aman cuma kurang cocok rasanya.,"kirim,cepat,emas,aman,cocok",3,positive
444,e***n,,Review pembelian bundling pertama:,"review,beli,bundling",0,neutral
445,Kenyo,,Packing bocor sedikit tp overall oke,"packing,bocor,tapi,overall",-1,negative
446,Madina,,packaging aman tp pengiriman lama. blm dicoba smoga cocok,"packaging,aman,tapi,kirim,belum,coba,semoga,cocok",1,positive
447,C***l,,pertama kali nyoba semoga sesua ekspetasi respon penjual bagus packaging aman,"mencoba,moga,sua,ekspetasi,respon,jual,bagus,packaging,aman",1,positive
448,C***l,,penjual responsif pengiriman juga cepat 1 hari padahal luar bandung semoga rasa rempahnya enak,"jual,responsif,kirim,cepat,bandung,moga,rempah,enak",2,positive
449,Athina,,Produknya bagus dan rasanya pas. Tapi tutupnya agak kurang kuat jadi agak sedikit bleber di paketnya tapi tidak terlalu banyak. Sedikit input untuk kurirnya juga untuk ng...,"produk,bagus,tutup,kuat,bleber,paket,input,kurir,ng",0,neutral
450,I***i,,kemasan rapi ga ada yg bocor kadaluarsanya Februari 2021 rasa belum tau nih semoga enak2 aja.,"kemas,rapi,enggak,bocor,kadaluarsanya,februari,tau,nih,moenggak,enak2",0,neutral
451,I***i,,kemasan rapi ga ada yg bocor kadaluarsa Februari 2021 rasa belum di cobain semoga enak2 aja.,"kemas,rapi,enggak,bocor,kadaluarsa,februari,mencoba,moenggak,enak2",-1,negative
452,M***a,,Baru pertama kali coba semoga cocok. Packingnya sudah bagus namun masih ada basah di botol dan bubble wrap nya mungkin bocor sedikit.,"coba,moga,cocok,packingnya,bagus,basah,botol,bubble,wrap,bocor",-1,negative
453,Y***I,,ketika sampai isi botol sedikit rembes...,"isi,botol,rembes",-1,negative
454,Imelda,,packaging lebih diperhatikan karena pada saat diterima ada cairan yg keluar,"packaging,perhati,terima,cair",1,positive
455,p***i,,1 botol pecah. Sedih bgt. Pdhl sudah diwrap. Mungkin kebanting2 di jalan.,"1,botol,pecah,sedih,banget,padahal,diwrap,kebanting2,jalan",-2,negative
456,Diah,,pecah botolnya,"pecah,botol",-1,negative
457,K***n,,Aku kurang suka rasanya,suka,1,positive
458,R***i,,Packing sudah seal vacum (seharusnya aman ya) tapi ternyata masih bocor sampai keluar bubble wrap.,"packing,seal,vacum,aman,nyata,bocor,bubble,wrap",-1,negative
459,R***a,,Nyobain Sukhaloka sofar seminggu pemakaian kerasa efek nya kulit cerah dan gak kering tapi kulit lebih oily gitu jadi tetep harus pinter2 bersihin minyak di muka biar...,"mencoba,sukhaloka,sofar,pakai,efek,kulit,cerah,enggak,kering,kulit,oily,tetap,pinter2,bersihin,minyak,muka,biar",0,neutral
460,Sulistio,,barang sesuai dengan pesanan packing bagus pengiriman cepat sayang respon penjual sangat lambat dan terkesan kaku kurang flesibel,"barang,sesuai,pesan,packing,bagus,kirim,cepat,sayang,respon,jual,lambat,kes,kaku,flesibel",2,positive
461,Wanderland,"Sari Kunyit Asam by Rahsa Nusantara""",rasanya enak. tapi anjuran mixingnya krg pas deh. 4sdm buat 1 gelas itu keenceran bgt. kayanya 1 gelas 200ml itu harus sekitar 5-6 sdm. mgkn tim rahsa hrs memperkental lg...,"enak,anjur,mixingnya,krg,deh,sdm,gelas,encer,banget,kayak,gelasml,sdm,mungkin,tim,rahsa,harus,kental,lagi",-1,negative
462,E***i,"Sari Kunyit Asam by Rahsa Nusantara""",layanan cepat packing rapih...,"layan,cepat,packing,rapi",2,positive
463,E***i,"Sari Bir Plethok by Rahsa Nusantara""",idem,idem,0,neutral
464,M***i,,Barang pecah di pengirimn tapi seller bantu sampe dana refund ke pembeli ðŸ‘ðŸ»ðŸ‘ðŸ»,"barang,pecah,pengirimn,seller,bantu,sampai,dana,refund,beli",-1,negative
465,M***o,,Barang si weap cukup aman,"barang,weap,aman",1,positive
466,e***i,,bocor yg tnyt dari segelnya yg udh kebuka sedih ðŸ˜ž,"bocor,tnyt,segel,sudah,buka,sedih",-3,negative
467,Maurilla,,Entah knapa berkarat tutupnya sperti lembab dan ada yg tumpah salah satu nya. Mungkin bisa dicek lagi untuk pengemasannya.,"knapa,karat,tutup,seperti,lembab,tumpah,salah,cek,emas",-2,negative
468,Dessianawaty,,pengiriman ny agak telat.. kemasan ny bocor..,"kirim,nyaa,telat,kemas,nyaa,bocor",-1,negative
469,Dessianawaty,,pengiriman ny telat.. sayang banget pdhl ini udh order yg kesekian kali.. mana produk ny kn hrus masuk kulkas..,"kirim,nyaa,telat,sayang,padahal,sudah,order,produk,nyaa,kan,harus,masuk,kulkas",1,positive
470,Kumala,,Ada 1 yg bocor spt biasa,"bocor,seperti",-1,negative
471,o***l,,Pengiriman aman tidak ada yang tumpah. Hanya tutup botol sedikit ada bagian yg sobek. Tapi so far aman.,"kirim,aman,tumpah,tutup,botol,sokbek,sok,far,aman",0,neutral
472,K***n,,exp date trl cepat..,"exp,date,trl,cepat",-1,negative
473,Kusuma,,Praktis,praktis,1,positive
474,H***u,,"cepat di proses tetapi kurir """"si cepat """" di tempat tujuan yang tidak recomended paket dibiarkan 2 hari tanpa pemberitahuan ke pelanggan.","cepat,proses,kurir,cepat,tuju,recomended,paket,biar,langgan",3,positive
475,A***k,,sampai dengan selamat. baru tau ternyata madunya cukup pahit. hehe...,"selamat,tau,nyata,madu,pahit,hehe",-1,negative
476,Asih,,Sayangnya waktu pengiriman tidak sesuai dengan perkiraan,"sayang,kirim,sesuai",2,positive
477,I***a,,order 3 toples 1 toples bocor krn seal dalamnya lepas. 2 toples amannn. bumbunya wangi bgt.,"order,toples,toples,bocor,karena,seal,lepas,toples,amannn,bumbu,wangi,banget",-2,negative
478,a***a,,Dapet flash sale sapu jagad barang nya di kemas dengan sangat baik tapi pengiriman nya lama banget pesan dari tanggal 25 november pengiriman ke jatim baru sampai tgl 2...,"dapat,flash,sale,sapu,jagad,barang,kemas,kirim,pesan,tanggal,november,kirim,jatim,tanggal",0,neutral
479,E***a,,rasanya unik ada mintnya tapi agak kemanisan buat saya,"unik,mintnya,manis",1,positive
480,Arief,,Barang bagus sayang yg sari asam pecah,"barang,bagus,sayang,sari,asam,pecah",0,neutral
481,B***i,,sebetulnya bubble wrap udah tebal tapi masih ada rembesan sehingga botol jadi basah.. insya Allah kalo cocok pesan lagi,"bubble,wrap,tebal,rembes,botol,basah,insya,allah,kalo,cocok,pesan",-1,negative
482,Iva,,pengiriman cepat. seller responsif. saran saya mungkin bisa diperbaiki dari segi kemasan terutama di bagian tutup botol pas saya terima isi botolnya dua-duanya agak mel...,"kirim,cepat,seller,responsif,saran,segi,kemas,utama,tutup,botol,terima,isi,botol,mel",1,positive
483,Syantie,,packing nya sih aman ya .tapi beleber semua. rembes. ada kuning2nya dibagian botol karena ada bagian cairan yang keluar.diboxnya ada tulisan dapet sisipan kebaikan. tapi...,"packing,aman,beber,rembes,kuning2nya,botol,cair,diboxnya,tulis,dapat,sisip",0,neutral
484,Muhammad,,agak lama proses nya,proses,0,neutral
485,Arwinda,,pengiriman lama ðŸ˜…,kirim,0,neutral
486,I***y,,sudah langganan lebih dari setahun. sayang sekali harga naik signifikan dalam waktu singkat dan pengemasan/pengiriman jadi lebih lama. Kangmas,"langgan,sayang,harga,signifikan,singkat,emas,kirim,kangmas",2,positive
487,H***i,,berat nettnya 21 gr ya gaes...poin penting cek ini sblm beli supaya ga kecewa akhirnya...kl oke segitu g masalah kan...imut2.. blm dicoba di seduhnya..semoga hasilnya pek...,"berat,nettnya,enggakr,enenggakenggakakes,poin,cek,sebelum,beli,enenggakenggakak,kecewa,kalo,enggak,imut-imut,belum,coba,seduh,moenenggakenggakak,hasil,pek",-2,negative
488,H***i,,nettonya 225 ml ya gaes.. di perhatikan lg nettnya. .kemasan botol kaca dibungkus bubble wrap cukup tebel jd aman,"nettonya,ml,gaes,perhati,lagi,nettnya,kemas,botol,kaca,bungkus,bubble,wrap,tebal,jadi,aman",1,positive
489,belinda,,Pesan yg paket isi 3 bumbu.,"pesan,paket,isi,bumbu",0,neutral
490,R***a,,Pengiriman ok barang dikemas dgn baik. Baru coba jd blm keliatan efeknya,"kirim,ok,barang,kemas,dengan,coba,jadi,belum,lihat,efek",0,neutral
491,Hanifa,,selalu cocok sama produk2nya rahsa...hanya saja sangat disayangkan tokonya libur di hari sabtu dan minngu...jadi pesan di hari sabtu pagi baru dikirim di hari senin,"cocok,produk2nya,rahsa,sayang,toko,libur,minngu,pesan,pagi,kirim",2,positive
492,O***a,,Thanksssssssssssssse,thanksssssssssssssse,0,neutral
493,Evy,,Packing rapi blm di coba mudah2an bermanfaat..,"packing,rapi,belum,coba,mudah-mudahan,manfaat",1,positive
494,Mira,,Sedikit leaking tp alhamdulillah tidak pecah. Semoga berkhasiat positif,"leaking,tapi,pecah,moga,khasiat,positif",0,neutral
495,N***i,,pengiriman cepat tapi yg botol sekarjagad kayanya ada kebocoran dikit krn waktu bubble wrap dibuka botolnya sedikit basah tapi overall ok produk belum dicoba,"kirim,cepat,botol,sekarjagad,kayak,bocor,dikit,karena,bubble,wrap,buka,botol,basah,overall,ok,produk,coba",0,neutral
496,,,Fast respon banget packing rapih sekali cepat sampai.,"fast,respon,packing,rapi,cepat",3,positive
497,,,Oke barangnya. Hanya lama di kurir.....,"barang,kurir",0,neutral
498,C***i,,Sudah habis satu botol tapi belum terlalu terasa efeknya. Hanya hangat di tenggorokan saja.,"habis,botol,asa,efek,hangat,tenggorok",1,positive
499,wiwien,,Produk dikemas dengan baik. Semoga cocok,"produk,kemas,moga,cocok",1,positive
500,Shelvy,,Gatau kenapa sapu jagad yg sekarang lebih cair dari yang sebelumnya dan rasanya juga beda tp semoga khasiatnya tetep sama yaa,"enggak,tau,sapu,jagad,cair,beda,tapi,moga,khasiat,tetap,ya",1,positive
501,dilamitha,,produknya belum dicoba beli 3 seri rasana 2 diantaranya agak rembes sepertinya karena segel di dalem tutup toplesnya masih belum sempurna menutup..,"produk,coba,beli,seri,rasana,rembes,segel,dalem,tutup,toplesnya,sempurna,tutup",-4,negative
502,,,Tulisan di kemasannya white honey semoga memang benar kandungan royal jelly krn harga lmyn mahal jg,"tulis,kemas,white,honey,moga,kandung,royal,jelly,karena,harga,lmyn,mahal,juga",0,neutral
503,seagate,,Sambel ati nya kebuka dikit,"sambel,ati,buka,dikit",0,neutral
504,N***a,,So far beli bumbu putih syukurnya blm pernah kedapetan yg bocor sama sekali semoga kedepannya tetap begitu ðŸ™ðŸ¼ Paling,"sok,far,beli,bumbu,putih,syukur,belum,kedapetan,bocor,moga",-2,negative
505,Yanita,,Paketnya salah saya pesen yg sekar jagad dikasihnya yg sapu jagad. Botolnya diwrap kenceng jd aman walau kardusnya penyok2. Next dicek ulang lg,"paket,salah,sen,sekar,jagad,kasih,sapu,jagad,botol,diwrap,kencang,jadi,aman,kardus,penyok2,next,cek,ulang,lagi",2,positive
506,victoria,,tutup botol tidak diseal dengan baik jadi bocor.. padahal sudah diminta tlg untuk memperhatikan packingan supaya aman.,"tutup,botol,diseal,bocor,tolong,perhati,packingan,aman",-2,negative
507,Nita,,udah repeat means gw cocok ya ama produk dia. cuma kali ini pengiriman nya LAMBRETAAAAAA... dikit lg jamuran di jalan dia.,"repeat,means,gue,cocok,sama,produk,kirim,lambretaaaaaa,dikit,lagi,jamur,jalan",1,positive
508,Nita,,Waktu dateng agak kaget Karena bener2 4 botol kecil di bubble satu2 gt kirain ada packaging nya agak manis gt. tapi ya gpp juga sih masih oke,"datang,kaget,benar-benar,botol,bubble,satu2,begitu,mengira,packaging,manis,begitu,enggak,apa-apa",1,positive
509,D***a,,udah minta diseal isolasi tutupnya ngga diseal jadi tumpah saat diterima. karena posisi botol tidur di kardus tidak berdiri. Keluhan pembeli rata2 sama ya tapi tidak dip...,"diseal,isolasi,tutup,enggak,diseal,tumpah,terima,posisi,botol,tidur,kardus,keluh,beli,rata-rata,dip",-2,negative
510,K***a,,Bumbunya mantap tp sayang seal nya ga rapet jd pas nyampe botolnya berminyak..,"bumbu,mantap,tapi,sayang,seal,enggak,rapet,jadi,sampai,botol,minyak",1,positive
511,S***i,,Ok tp tutup kurang rapet jadi sedikit bocor,"ok,tapi,tutup,rapet,bocor",-1,negative
512,P***h,,enak utk buat nasi goreng,"enak,untuk,nasi,goreng",1,positive
513,Ita,,ada yg bocor 1 diterima dlm keadaan tinggal seginiðŸ˜­.,"bocor,terima,dalam,tinggal,gin",0,neutral
514,Marscella,,Bagus siy cuman rasanya anak saya kurang suka..,"bagus,siy,cuman,anak,suka",1,positive
515,Zima,,Rasanya sangat enak sayang agak bocor ke bubblewrap mungkin packing botolnya perlu di improve,"enak,sayang,bocor,bubblewrap,packing,botol,improve",1,positive
516,Edah,,semoga oang tuaku sehat,"moga,oang,tua,sehat",1,positive
517,I***a,,imun booster yang wajib ada dirumah. alhamdulillah setiap merasa ngga enak badan lalu konsumsi sapujagad tiba-tiba ngantuk berat dan begitu bangun badan jadi lebih segar,"imun,booster,wajib,rumah,enggak,enak,badan,konsumsi,sapujagad,ngantuk,berat,bangun,badan,segar",1,positive
518,M***e,,Saya merasa kualitas jamu sapujagad yg lalu lebih baik dari yg skrg. Bawang putih tunggalnya jadi kurang berasa.,"kualitas,jamu,sapujagad,sekarang,bawang,putih,tunggal,asa",1,positive
519,T***n,,Packagingnya rapih baru mau coba dikasih 4 bintang dl ya nnti kalau cocok bakal repurchase dan ksh bintang 5,"packagingnya,rapi,coba,kasih,bintang,dulu,nanti,cocok,repurchase,kasih,bintang",4,positive
520,N***a,,Beli Rasana bumbu putih dan kuning enak aman. Tapi yang merah serpertinya sudah terfementasi rasanya asam. Bagaimana ini ya rasana?,"beli,rasana,bumbu,putih,kuning,enak,aman,merah,serpertinya,terfementasi,asam,rasana",2,positive
521,Nikita,,Bumbunya agak bocor ðŸ˜ŒðŸ˜Œ,"bumbu,bocor",-1,negative
522,M***s,,Meskipun packaging aman (bubble wrap tebal) dan botol tidak pecah namun botol sedikit basah saat dibuka. Tidak tahu bocor atau hanya air saja.,"packaging,aman,bubble,wrap,tebal,botol,pecah,botol,basah,buka,bocor,air",-2,negative
523,Rani,,Mantap,mantap,1,positive
524,W***s,,Dari segi rasa cukup oke.. tapi khadit belum terlihat. Jadi cukup 4 bintang dulu ya rating nya.,"segi,khadit,lihat,bintang,rating",0,neutral
525,Yana,,Prosesnya lama,proses,0,neutral
526,E***a,,Ada beberapa jenis sambal goreng mungkin bisa ditampilkan kalo ini biasanya digunakan untuk resep sambal goreng telur puyuh ati sehingga jelas peruntukannya,"jenis,sambal,goreng,tampil,kalo,resep,sambal,goreng,telur,puyuh,ati",0,neutral
527,Anamta,,Barang sampai lumayan lama. Tapi sampai nggak bocor seperti botol yang satunya.,"barang,lumayan,enggak,bocor,botol",-1,negative
528,d***h,,Pas sampai air dr bumbunya agak rembes tp botol gak pecah munkin di ekspedisinya. Over all bumbunya enak praktis.,"air,dari,bumbu,rembes,tapi,botol,enggak,pecah,munkin,ekspedisi,over,all,bumbu,enak,praktis",0,neutral
529,Mulyadi,,Saya baru coba hari ini'untuk.khasiat blm terasa lah..klo.untuk rasa lumayan enak..perpaduan asam'pedas...jika khasiatnya bagus sy akan pesan lagi..terima kasih,"coba,khasiat,belum,asa,kalo,lumayan,enak,padu,asam,pedas,khasiat,bagus,saya,pesan,terima,kasih",4,positive
530,D***a,,Mudah2an bodi jd lbh fit.. sy sdh baca semua keterangan.. cuma di saya ga nyangka rasa bwg putihnya kentara bgt :)) aplg sy bukan kaum pecinta bwg.. bismillah demi sehat...,"mudah-mudahan,bodi,jadi,lebih,fit,saya,sudah,baca,terang,enggak,menyangka,bwg,putih,kentara,banget,aplg,saya,kaum,cinta,bwg,bismillah,sehat",3,positive
531,anita,,Rasanya enak anak2 suka,"enak,anak-anak,suka",2,positive
532,E***A,,Bagus pelayanannya. Dichat tidak kelamaan balasnya. Barangnya PO tapi cepat sampai nya pesan dari tgl 22 tgl 27 sudah sampai rumah. Minta bubble wrap nya tebel Puji Tu...,"bagus,layan,dichat,balas,barang,po,cepat,pesan,tanggal,tanggal,rumah,bubble,wrap,tebal,puji,itu",1,positive
533,Ucup,,Hasiat belum terasa mungkin harus lebih dari sebotol,"hasiat,asa,botol",1,positive
534,Aldo,,Barang sudah diterima packing baik deskripsi sesuai,"barang,terima,packing,deskripsi,sesuai",2,positive
535,V***i,,Rasanya enak,enak,1,positive
536,M***i,,Belum di coba ya,coba,0,neutral
537,Danang,,bintang nya 4 dlu karena blm di coba semoga cocok dan ada pengaruh nya aamiin,"bintang,dulu,belum,coba,moga,cocok,pengaruh,amin",0,neutral
538,L***a,"[Bebas Pilih Bundling] Ayam Frozen Food dan Rasana Spesial Ramadan""",Bumbu bacem enak. Ayam lengkuas potongannya besar jadi cukup kenyang sayang bumbunya agak kurang meresap. Sambal kecombrangnya enak. Dapat free tempe orek sama sada jiw...,"bumbu,bacem,enak,ayam,lengkuas,potong,besar,kenyang,sayang,bumbu,resap,sambal,kecombrang,enak,free,tempe,orek,sada,jiw",3,positive
539,N***y,,Belum minum rutin tapi aku suka rasanya gak terlalu jamu,"minum,rutin,suka,enggak,jamu",1,positive
540,Singgih,,pengiriman lama.,kirim,0,neutral
541,L***i,,Rasanya enak tidak pahit ada rasa asam dan sedikit manis. Mungkin manfaatnya baru terasa kalau konsumsinya rutin. Akan lebih baik kalau tanggal kadaluwarsanya dicantumk...,"enak,pahit,asam,manis,manfaat,asa,konsumsi,rutin,tanggal,kadaluwarsanya,dicantumk",3,positive
